id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
27866.0,tt1420554,0.142609,0.0,0.0,Kevin Hart: I'm a Grown Little Man,Kevin Hart,http://www.khartonline.com/,Shannon Hartman,,live performance|spoof|live audience|stand up comedian,"Fresh off the heels of appearing in movies like Superhero Movie and The 40 Year-Old Virgin, fast-talking comedian Kevin Hart stars in this live stand-up performance where he makes fun of everything and everybody - especially himself.",72.0,Comedy,,2009-02-03,29.0,7.6,2009.0,0.0,0.0
40819.0,tt1144539,0.112717,0.0,0.0,Best Worst Movie,Michael Stephenson|George Hardy|Darren Ewing|Jason Steadman|Jason Wright,http://bestworstmovie.com,Michael Stephenson,The Story Behind The Worst Movie Ever Made - Troll 2,,"A look at the making of the film Troll 2 (1990) and its journey from being crowned the ""worst film of all time"" to a cherished cult classic.",93.0,Documentary|Comedy,,2009-01-01,17.0,7.6,2009.0,0.0,0.0
19105.0,tt1361558,0.103773,0.0,0.0,Iron Maiden: Flight 666,Bruce Dickinson|Steve Harris|Nicko McBrain|Dave Murray|Adrian Smith,http://www.ironmaiden.com/,Sam Dunn|Scot McFadyen,,tour|heavy metal|live concert|loud music,"A chronological account of the heavy metal band Iron Maiden's 2008 world tour through India, Australia, Japan, USA, Canada, Mexico and South America in a jet piloted by the band's front man, Bruce Dickinson. Features interviews with the musicians, their road crew and fans.",112.0,Documentary|Music,Banger Films,2009-04-21,28.0,8.3,2009.0,0.0,0.0
28227.0,tt1503769,0.083178,0.0,0.0,Collapse,Michael Ruppert,,Chris Smith,,capitalism|economics|oil industry|prediction|financial crisis,"From the acclaimed director of American Movie, the documentary follows former Los Angeles police officer turned independent reporter Michael Ruppert. He recounts his career as a radical thinker and spells out his apocalyptic vision of the future, spanning the crises in economics, energy, environment and more.",82.0,Documentary,,2009-09-12,23.0,7.7,2009.0,0.0,0.0
281982.0,tt1415016,0.083031,0.0,0.0,Doctor Who: The End of Time,David Tennant|John Simm|Bernard Cribbins|Timothy Dalton|Catherine Tate,,Euros Lyn,,,"The Ood have given a warning to The Doctor. The Master is returning, and that's not even the biggest threat. A darkness is coming which brings with it the end of time.",146.0,Science Fiction|TV Movie,,2009-12-26,21.0,7.9,2009.0,0.0,0.0
281979.0,tt1413314,0.056777,0.0,0.0,Doctor Who: The Waters of Mars,David Tennant,,,,,"The Doctor joins forces with his oldest companion on record when a military base comes under attack from sentient, dangerous waters. It may be another stand against immeasurable odds, but waiting in the wings for the Time Lord is a sign all songs must end....",62.0,Science Fiction|Adventure|Family,BBC Wales,2009-12-19,25.0,8.0,2009.0,0.0,0.0
27205.0,tt1375666,9.363643,160000000.0,825500000.0,Inception,Leonardo DiCaprio|Joseph Gordon-Levitt|Ellen Page|Tom Hardy|Ken Watanabe,http://inceptionmovie.warnerbros.com/,Christopher Nolan,Your mind is the scene of the crime.,loss of lover|dream|sleep|subconsciousness|heist,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",148.0,Action|Thriller|Science Fiction|Mystery|Adventure,Legendary Pictures|Warner Bros.|Syncopy,2010-07-14,9767.0,7.9,2010.0,160000000.0,825500000.0
11324.0,tt1130884,3.176169,80000000.0,294804195.0,Shutter Island,Leonardo DiCaprio|Mark Ruffalo|Ben Kingsley|Emily Mortimer|Michelle Williams,http://www.shutterisland.com/,Martin Scorsese,Someone is missing.,based on novel|island|hurricane|investigation|psychiatric hospital,"World War II soldier-turned-U.S. Marshal. Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.",138.0,Drama|Thriller|Mystery,Paramount Pictures|Appian Way|Phoenix Pictures|Sikelia Productions,2010-02-18,3554.0,7.6,2010.0,80000000.0,294804195.0
26022.0,tt1188996,1.00879599999999,22000000.0,0.0,My Name Is Khan,Shah Rukh Khan|Kajol|Jimmy Shergill|Zarina Wahab|Tanay Chheda,http://www.mynameiskhanthefilm.com/,Karan Johar,,bollywood,"Rizwan Khan, a Muslim from the Borivali section of Mumbai, suffers from Asperger's syndrome, a form of high-functioning autism that complicates socialization. The adult Rizwan marries a Hindu single mother, Mandira, in San Francisco. After 9/11, Rizwan is detained by authorities at LAX who mistake his disability for suspicious behavior.",145.0,Drama|Romance,Fox Searchlight Pictures|Red Chillies Entertainment|Foxstar,2010-02-12,140.0,7.6,2010.0,22000000.0,0.0
44639.0,tt1645089,1.003782,2000000.0,7871522.0,Inside Job,Matt Damon|William Ackman|Barack Obama|George W. Bush|Jonathan Alpert,http://www.sonyclassics.com/insidejob/,Charles Ferguson,"The film that cost $20,000,000,000,000 to make.",corruption|capitalism|globalization|bank|banker,"A film that exposes the shocking truth behind the economic crisis of 2008. The global financial meltdown, at a cost of over $20 trillion, resulted in millions of people losing their homes and jobs. Through extensive research and interviews with major financial insiders, politicians and journalists, Inside Job traces the rise of a rogue industry and unveils the corrosive relationships which have corrupted politics, regulation and academia.",109.0,Documentary,Sony Pictures Classics|Sony Pictures Home Entertainment,2010-10-08,171.0,7.6,2010.0,2000000.0,7871522.0
40662.0,tt1569923,0.856837,0.0,6629178.0,Batman: Under the Red Hood,Bruce Greenwood|Jensen Ackles|Neil Patrick Harris|Jason Isaacs|John DiMaggio,http://www.warnervideo.com/batmanredhood/,Brandon Vietti,Dare to Look Beneath the Hood.,martial arts|vigilante|joker|superhero|based on comic book,"Batman faces his ultimate challenge as the mysterious Red Hood takes Gotham City by firestorm. One part vigilante, one part criminal kingpin, Red Hood begins cleaning up Gotham with the efficiency of Batman, but without following the same ethical code.",75.0,Action|Animation,DC Comics|Warner Bros. Animation,2010-07-27,272.0,7.6,2010.0,0.0,6629178.0
58496.0,tt1424432,0.629432,0.0,8212430.0,Senna,Ayrton Senna|Alain Prost|Frank Williams|Ron Dennis|Viviane Senna,http://www.sennamovie.co.uk/,Asif Kapadia,The legend of the greatest driver who ever lived.,brazilian|career|legend|champion|sport,"Senna's remarkable story, charting his physical and spiritual achievments on the track and off, his quest for perfection, and the mythical status he has since attained, is the subject of Senna, a documentary feature that spans the racing legend's years as an F1 driver, from his opening season in 1984 to his untimely death a decade later.",106.0,Documentary,Universal Pictures|StudioCanal|Midfield Films|Working Title Films,2010-10-07,178.0,8.0,2010.0,0.0,8212430.0
43920.0,tt1422020,0.478118,0.0,430041.0,Dog Pound,Adam Butcher|Shane Kippel|Mateo Morales|Taylor Poulin|Slim Twig,http://www.dogpound-lefilm.com/,Kim Chapiron,Fighting Back Is The Only Way Out,juvenile prison|sodomy|incest overtones,Three juvenile delinquents arrive at a correctional center and are put under the care of an experienced guard.,91.0,Drama,Angoa-Agicoa|TÃ©lÃ©film Canada|Mars Films|Partizan|Canal+,2010-04-24,53.0,7.7,2010.0,0.0,430041.0
45745.0,tt1727587,0.609668999999999,550000.0,0.0,Sintel,Halina Reijn|Thom Hoffman,http://durian.blender.org/,Colin Levy,,pet|dragon,"A wandering warrior finds an unlikely friend in the form of a young dragon. The two develop a close bond, until one day the dragon is snatched away. She then sets out on a relentless quest to reclaim her friend, finding in the end that her quest exacts a far greater price than she had ever imagined.",14.0,Animation|Fantasy,Blender Foundation,2010-09-30,51.0,7.6,2010.0,550000.0,0.0
39452.0,tt1587707,0.397548,0.0,4790751.0,Exit Through the Gift Shop,Banksy|Shepard Fairey|Thierry Guetta|Rhys Ifans,http://www.banksyfilm.com/,Banksy,The world's first Street Art disaster movie,graffiti|fraud|cousin|painting|street artist,"Banksy is a graffiti artist with a global reputation whose work can be seen on walls from post-hurricane New Orleans to the separation barrier on the Palestinian West Bank. Fiercely guarding his anonymity to avoid prosecution, Banksy has so far resisted all attempts to be captured on film. Exit Through the Gift Shop tells the incredible true story of how an eccentric French shop keeper turned documentary maker attempted to locate and befriend Banksy, only to have the artist turn the camera back on its owner.",87.0,Documentary,Paranoid Pictures,2010-01-24,200.0,7.7,2010.0,0.0,4790751.0
40619.0,tt1620446,0.356462,0.0,0.0,Day & Night,Wayne Dyer,http://www.pixar.com/shorts/d&n/index.html,Teddy Newton,,pixar animated short,"When Day, a sunny fellow, encounters Night, a stranger of distinctly darker moods, sparks fly! Day and Night are frightened and suspicious of each other at first, and quickly get off on the wrong foot. But as they discover each other's unique qualities--and come to realize that each of them offers a different window onto the same world-the friendship helps both to gain a new perspective.",6.0,Animation|Adventure|Comedy|Family|Fantasy,Pixar Animation Studios,2010-06-17,179.0,7.6,2010.0,0.0,0.0
189197.0,tt0374463,0.757081999999999,120000000.0,0.0,The Pacific,James Badge Dale|Joseph Mazzello|Jon Seda|Ashton Holmes|William Sadler,http://www.hbo.com/the-pacific/index.html,Jeremy Podeswa|Tim Van Patten|David Nutter|Graham Yost|Carl Franklin|Tony To,Hell was an ocean away,world war ii|tv mini-series|hbo,"A 10-part mini-series from the creators of ""Band of Brothers"" telling the intertwined stories of three Marines during America's battle with the Japanese in the Pacific during World War II.",540.0,War|Drama|Action|Adventure|History,Playtone|HBO|DreamWorks Television,2010-05-16,183.0,7.8,2010.0,120000000.0,0.0
48832.0,tt1707823,0.281852,0.0,0.0,Scott Pilgrim vs. the Animation,Michael Cera|Alison Pill|Georgette Perna|Mae Whitman|Jason Schwartzman,,,Read the Comic. Watch the Movie. See the Animation!,,"Scott Pilgrim vs. The Animation is an animated short based on Bryan Lee O'Malley's ""Scott Pilgrim"" franchise.",4.0,TV Movie|Animation|Adventure,Titmouse,2010-08-10,19.0,7.7,2010.0,0.0,0.0
46967.0,tt1717578,0.247732,0.0,0.0,Bill Burr: Let It Go,Bill Burr,http://www.billburr.com/,Shannon Hartman,,,"Itâ€™s always been a dream of mine to do a show at the Fillmore. The name itself is synonymous with legendary performances. Countless iconic musicians and comedians have been on that stage. To be a part of that history was something Iâ€™ll never forget. As much as I was trying to keep my head together before the show, I couldnâ€™t help but feel like a tourist or just some random dude who won a contest. LET IT GO represents the culmination of material I developed on the road from 2008-2009. As always thanks to everyone who came out to my shows, laughed at the funny stuff and stared during the bombing. I hope you enjoy it. â€“ Bill Burr",65.0,Comedy,,2010-09-18,12.0,8.0,2010.0,0.0,0.0
43418.0,tt1418646,0.280412,7347125.0,0.0,Beneath Hill 60,Brendan Cowell|Harrison Gilbertson|Steve Le Marquand|Gyton Grantley|Alan Dukes,http://www.beneathhill60.com.au/index.htm,Jeremy Sims,BENEATH HILL 60 featuring Captain Woodward MC commanding the Australian Hill 60 Tunnelers of World War 1,,"The true story of Australia's cat-and-mouse underground mine warfare â€“ one of the most misunderstood, misrepresented and mystifying conflicts of WW I. It was a secret struggle BENEATH the Western Front that combined daring engineering, technology and science, and few on the surface knew of the brave, claustrophobic and sometimes barbaric work of these tunnellers.",122.0,Drama|History|War,New South Wales Film & Television Office|Pacific Film and Television Commission|Screen Australia|The Silence Productions|Lucky Country Productions,2010-04-15,28.0,7.6,2010.0,7347125.0,0.0
51859.0,tt1703049,0.227437,0.0,0.0,Gekijouban Trigun: Badlands Rumble,Masaya Onosaka|Satsuki Yukino|Hiromi Tsuru|Maaya Sakamoto|ShÅ Hayami,http://www.trigun-movie.com/,Satoshi Nishimura,,,"In a quicksand surrounded town called Makka, rumors spread of a legendary robber named Gasback is after the town. To protect it, Mayor Kepler has hired bounty hunters. These hunters have been following Gasback from town to town in hopes of getting the bounty. Vash the Stampede is in town, along with Meryl and Milly, along with the female bounty hunter Ameria and Nicholas D. Wolfwood.",95.0,Action|Comedy|Animation,FUNimation Entertainment|Madhouse,2010-04-02,15.0,7.7,2010.0,0.0,0.0
158675.0,tt1754109,0.224171,0.0,0.0,Les MisÃ©rables in Concert - The 25th Anniversary,Alfie Boe|Norm Lewis|Matt Lucas|Jenny Galloway|Lea Salonga,,Nick Morris,The Musical Event of a Lifetime,musical,"This concert, recorded to celebrate the 25th anniversary of the landmark musical Les Miserables, gathers the casts of the show's 2010 original production at the Queen's Theatre, the 1985 original production by the London company, and the 2010 production at the Barbican together for one performance. Together with talents like Michael Ball, Hadley Fraser, and John Owen-Jones, the performers present the play's musical numbers in a semi-theatrical style, fully costumed and with all the emotion of the musical's heyday.",178.0,History|Music,,2010-10-03,13.0,7.7,2010.0,0.0,0.0
51299.0,tt1828232,0.222293,0.0,0.0,Life Cycles,,http://www.lifecyclesfilm.com/,Derek Frankowski,,sport|cycling,"Life Cycles tells a spectacular story of the bike, from its creation to its eventual demise. A visually stunning journey, with thought provoking narration, Life Cycles uses Ultra HD to document the many stories surrounding the mountain bike and its culture. Ride along into breath taking natural settings, as we battle the elements, showcase the progression of riding, take a road trip, fix the bike, and show the destruction and eventual creation of trails. Semenuk, Hopkins, Schwartz, McIntosh, McCaul Agassiz, Hunter and Vanderham guide you through this wonderful story. Life Cycles is a celebration of the bicycle, and is sure to entertain anyone who has ever ridden one.",47.0,Documentary,,2010-10-02,27.0,8.8,2010.0,0.0,0.0
46689.0,tt1268204,0.216503,1500000.0,187716.0,Waste Land,Vik Muniz,http://www.wastelandmovie.com/,Lucy Walker,What happens in the world's largest trash city will transform you.,brazilian|rio de janeiro|empowerment|artist|garbage,"An uplifting feature documentary highlighting the transformative power of art and the beauty of the human spirit. Top-selling contemporary artist Vik Muniz takes us on an emotional journey from Jardim Gramacho, the world's largest landfill on the outskirts of Rio de Janeiro, to the heights of international art stardom. Vik collaborates with the brilliant catadores, pickers of recyclable materials, true Shakespearean characters who live and work in the garbage quoting Machiavelli and showing us how to recycle ourselves.",90.0,Documentary|Foreign,O2 Filmes|Almega Projects,2010-01-24,23.0,7.8,2010.0,1500000.0,187716.0
352812.0,tt1736313,0.172275,0.0,0.0,Tick Tock Tale,Dean Wellins,,Dean Wellins,,animation|clocks,"Amidst an old London clock shop, a small, quirky mantle clock comes to the aide of the store's more expensive clocks when a thief breaks in and threatens to steal them away.",6.0,Animation,Walt Disney,2010-06-10,13.0,8.3,2010.0,0.0,0.0
57627.0,tt1859438,0.167587,0.0,0.0,à¸ªà¸´à¹ˆà¸‡à¹€à¸¥à¹‡à¸à¹€à¸¥à¹‡à¸à¸—à¸µà¹ˆà¹€à¸£à¸µà¸¢à¸à¸§à¹ˆà¸²...à¸£à¸±à¸,Mario Maurer|Sudarat Budtporm|Peerawat Herapath|Pijitra Siriwerapan|Acharanat Ariyaritwikol,,Puttipong Pormsaka Na-Sakonnakorn|Wasin Pokpong,,,"The ordinary 14 years old girl name Nam. she's unattractive or simple call... the ugly! But she had secretly in love with older guy in grade 10 name Chon, a most popular student in high-school. He's hot, perfect and generous. That's make girls in school going crazy about him, including Nam too. But she doesn't give up easily. She tried do everything to made her pretty good and outstanding in school. Because she hopes him turned around at her just once more time.",118.0,Comedy|Romance,Sahamongkol Film International Co. Ltd.|Workpoint Entertainment,2010-08-12,27.0,7.6,2010.0,0.0,0.0
41120.0,tt1545103,0.145026,0.0,0.0,Rush: Beyond the Lighted Stage,Sebastian Bach|Jack Black|Jimmy Chamberlin|Geddy Lee|Neil Peart,,Sam Dunn|Scot McFadyen,The band you know. The story you don't.,literature|interview|biography|live performance|gene simmons,"An in-depth look at the Canadian rock band Rush, chronicling the band's musical evolution from their progressive rock sound of the '70s to their current heavy rock style",107.0,Documentary|Music,,2010-06-29,14.0,8.4,2010.0,0.0,0.0
64786.0,tt1906518,0.021645,0.0,0.0,Yes or No: à¸­à¸¢à¸²à¸à¸£à¸±à¸ à¸à¹‡à¸£à¸±à¸à¹€à¸¥à¸¢,Arisara Thongborisut|Supanart Jittaleela|Sushar Manaying|Soranut Yupanun|Inthira Yeunyong,http://www.yesornolovemovie.com/,Saratswadee Wongsomphet,Yes or No,love|lesbian|lesbianism,"Pie is a sweet girl who moves into a new college dorm room where she finds out that her new roommate Kim, is a tomboy who looks and dress like a boy. As their friendship develops, Pie and Kim begin to wonder if the feeling they feel for one another is just an ordinary friendship or true love.",107.0,Comedy|Romance,Sahamongkol Film,2010-12-16,13.0,7.8,2010.0,0.0,0.0
42189.0,tt1714196,0.153853,0.0,0.0,Kevin Hart: Seriously Funny,Kevin Hart,http://www.khartonline.com/,Shannon Hartman,,,"Fresh off the heels of appearing in movies like Superhero Movie and The 40 Year-Old Virgin, fast-talking comedian Kevin Hart stars in his second live stand-up performance in Cleveland, Ohio, where he makes fun of everything and everybody - especially himself.",72.0,Comedy,,2010-07-20,37.0,7.7,2010.0,0.0,0.0
315620.0,tt1672218,0.068411,0.0,0.0,Doctor Who: A Christmas Carol,Matt Smith|Karen Gillan|Arthur Darvill|Michael Gambon|Katherine Jenkins,,,,,"Amy Pond and Rory Williams are trapped on a crashing space liner, and the only way the Eleventh Doctor can rescue them is to save the soul of a lonely old miser. But is Kazran Sardick, the richest man in Sardicktown, beyond redemption? And what is lurking in the fogs of Christmas Eve?",62.0,,,2010-12-25,11.0,7.7,2010.0,0.0,0.0
55244.0,tt1621444,0.052322,0.0,1339650.0,Bill Cunningham New York,Bill Cunningham|Tom Wolfe|Anna Wintour|Carmen Dell'Orefice|Iris Apfel,http://billcunninghamnewyork.com/,Richard Press,"He who seeks beauty, will find it.",fashion|milliner|new york city ballet|poncho|garment district manhattan new york city,"Chronicles a man who is obsessively interested in only one thing, the pictures he takes that document the way people dress. The 80-year-old New York Times photographer has two columns in the paper's Style section, yet nobody knows who he is.",84.0,Documentary,First Thought Films,2010-03-24,16.0,8.1,2010.0,0.0,1339650.0
45523.0,tt1421373,0.046872,0.0,0.0,Louis C.K.: Hilarious,Louis C.K.,,Louis C.K.,,stand-up|stand up comedy,"With a simple â€œHello, everybody,â€ television writer and stand-up comedian Louis C.K. opens his latest live show, Hilarious. This harmless salutation is the least-controversial thing that comes out of Louis C.K.â€™s mouth as he turns rants on everyday subjects (impatient people, his weight, fatherhood) into hilarious, expletive-laden diatribes where nothing is sacredâ€”not even (gasp!) his children. Who else can name-check Ray Charles and Adolph Hitler in the same breath and elicit a chorus of raucous laughter? Louis C.K. says whatâ€™s on his mind, even at the risk of offending, but his â€œI donâ€™t give a f**kâ€ attitude makes his irreverent brand of humor especially endearing and relatable. His self-deprecating style elevates his filmed live show to a form of therapy, where we, too, can get comic relief from some pretty warped subjects. At one point, Louis C.K. asks, â€œWhere do you draw the line?â€ With him, there is no line.",84.0,Comedy,,2010-01-26,37.0,7.9,2010.0,0.0,0.0
241829.0,tt1805454,0.033048,0.0,0.0,The Making of The Walking Dead,,,,,,The Making of the TV Series The Walking Dead,30.0,Documentary,,2010-07-31,42.0,8.4,2010.0,0.0,0.0
45644.0,,0.067753,0.0,0.0,Opeth: In Live Concert At The Royal Albert Hall,"Mikael Ã…kerfeldt|Martin ""Axe"" Axenrot|Martin Mendez|Per Wiberg|Fredrik Ã…kesson",http://www.opeth.com,,"The Loyal Disharmonic Orchestra, Conducted By The Powers That Be",,"As part of the ongoing celebration of their 20th anniversary, Sweden's Opeth is releasing live footage from the band's recent performance at London's Royal Albert Hall. 'In Live Concert at the Royal Albert Hall' is a fierce testament to Opeth's continued success in the progressive metal community. Opeth performed two sets that evening - the first of the classic, 'Blackwater Park' in its entirety and the second, a chronologically arranged selection of material from the rest of Opeth's catalogue. Bonus DVD features include an exclusive interview and the behind-the-scenes documentary, 'On Tour with Opeth.'  [Tracklist:] 1-01 The Leper Affinity 1-02 Bleak 1-03 Harvest 1-04 The Drapery Falls 1-05 Dirge For November 1-06 The Funeral Portrait 1-07 Patterns In The Ivy 1-08 Blackwater Park 2-01 Forest Of October 2-02 Advent 2-03 April Ethereal 2-04 The Moor 2-05 Wreath 2-06 Hope Leaves 2-07 Harlequin Forest 2-08 The Lotus Eater",163.0,Music,,2010-09-21,10.0,8.6,2010.0,0.0,0.0
54527.0,tt1194612,0.033845,900000.0,0.0,Into Eternity,,http://www.intoeternitythemovie.com/,Michael Madsen,,,"Every day, the world over, large amounts of high-level radioactive waste created by nuclear power plants is placed in interim storage, which is vulnerable to natural disasters, man-made disasters, and to societal changes. In Finland the worldâ€™s first permanent repository is being hewn out of solid rock â€“ a huge system of underground tunnels - that must last 100,000 years as this is how long the waste remains hazardous.",75.0,Documentary,,2010-11-12,15.0,7.6,2010.0,900000.0,0.0
550.0,tt0137523,8.947905,63000000.0,100853753.0,Fight Club,Edward Norton|Brad Pitt|Meat Loaf|Jared Leto|Helena Bonham Carter,http://www.foxmovies.com/movies/fight-club,David Fincher,How much can you know about yourself if you've never been in a fight?,support group|dual identity|nihilism|rage and hate|insomnia,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",139.0,Drama,Regency Enterprises|Fox 2000 Pictures|Taurus Film|Linson Films|Atman Entertainment,1999-10-14,5923.0,8.1,1999.0,82470329.3354423,132022892.45437
603.0,tt0133093,7.753899,63000000.0,463517383.0,The Matrix,Keanu Reeves|Laurence Fishburne|Carrie-Anne Moss|Hugo Weaving|Gloria Foster,http://www.warnerbros.com/matrix,Lilly Wachowski|Lana Wachowski,Welcome to the Real World.,saving the world|artificial intelligence|man vs machine|philosophy|prophecy,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",136.0,Action|Science Fiction,Village Roadshow Pictures|Groucho II Film Partnership|Silver Pictures|Warner Bros.,1999-03-30,6351.0,7.8,1999.0,82470329.3354423,606768749.6621
14.0,tt0169547,3.55571999999999,15000000.0,356296601.0,American Beauty,Kevin Spacey|Annette Bening|Thora Birch|Wes Bentley|Mena Suvari,http://www.dreamworks.com/ab/,Sam Mendes,Look closer.,adultery|coming out|loss of father|first time|camcorder,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",122.0,Drama,DreamWorks SKG|Jinks/Cohen Company,1999-09-15,1756.0,7.7,1999.0,19635792.6989148,466411079.770931
497.0,tt0120689,2.719461,60000000.0,284600000.0,The Green Mile,Tom Hanks|Michael Clarke Duncan|David Morse|Bonnie Hunt|James Cromwell,http://thegreenmile.warnerbros.com/,Frank Darabont,Miracles do happen.,southern u.s.|black people|mentally disabled|indian|heal,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cellblock's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",189.0,Fantasy|Drama|Crime,Castle Rock Entertainment|Darkwoods Productions|Warner Bros.,1999-12-10,2299.0,8.0,1999.0,78543170.7956593,372556440.140744
16162.0,tt0168501,0.066504,9000000.0,34573780.0,The Best Man,Nia Long|Morris Chestnut|Harold Perrineau|Terrence Howard|Sanaa Lathan,http://www.universalpictures.com/bestman/,Malcolm D. Lee,,,"Harper, a writer who's about to explode into the mainstream leaves behind his girlfriend Robin and heads to New York City to serve as best man for his friend Lance's wedding. Once there, he reunites with the rest of his college circle.",120.0,Drama|Comedy,Universal Pictures|40 Acres & A Mule Filmworks,1999-10-22,22.0,7.8,1999.0,11781475.6193489,45258905.1265258
16158.0,tt0161100,0.25073,6000000.0,25059640.0,The Wood,Omar Epps|Richard T. Jones|Taye Diggs|Malinda Williams|Sean Nelson,,Rick Famuyiwa,From best friends to best men.,,"In the panicky, uncertain hours before his wedding, a groom with prenuptial jitters and his two best friends reminisce about growing up together in the middle-class African-American neighborhood of Inglewood, California. Flashing back to the twenty-something trio's childhood exploits, the memories capture the mood and nostalgia of the '80s era.",106.0,Comedy|Drama|Romance,MTV Films,1999-07-16,24.0,7.6,1999.0,7854317.07956593,32804393.0766289
120.0,tt0120737,8.575419,93000000.0,871368364.0,The Lord of the Rings: The Fellowship of the Ring,Elijah Wood|Ian McKellen|Viggo Mortensen|Liv Tyler|Orlando Bloom,http://www.lordoftherings.net/,Peter Jackson,One ring to rule them all,elves|dwarves|orcs|middle-earth (tolkien)|hobbits,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",178.0,Adventure|Fantasy|Action,WingNut Films|New Line Cinema|The Saul Zaentz Company,2001-12-18,6079.0,7.8,2001.0,114528394.852527,1073079785.52895
331214.0,tt0185906,0.537593,0.0,125000000.0,Band of Brothers,Damian Lewis|Ron Livingston|Frank John Hughes|Frank John Hughes|Scott Grimes,http://www.hbo.com/band-of-brothers,Phil Alden Robinson|Richard Loncraine|Mikael Salomon|David Nutter|Tom Hanks|David Leland|David Frankel|Tony To,Ordinary men. Extraordinary times.,world war ii|us army|war|paratroops|combat,"Drawn from interviews with survivors of Easy Company, as well as their journals and letters, Band of Brothers chronicles the experiences of these men from paratrooper training in Georgia through the end of the war. As an elite rifle company parachuting into Normandy early on D-Day morning, participants in the Battle of the Bulge, and witness to the horrors of war, the men of Easy knew extraordinary bravery and extraordinary fear - and became the stuff of legend. Based on Stephen E. Ambrose's acclaimed book of the same name.",705.0,Action|Drama|War,HBO,2001-09-09,313.0,8.0,2001.0,0.0,153936014.58673
155.0,tt0468569,8.46666799999999,185000000.0,1001921825.0,The Dark Knight,Christian Bale|Michael Caine|Heath Ledger|Aaron Eckhart|Gary Oldman,http://thedarkknight.warnerbros.com/dvdsite/,Christopher Nolan,Why So Serious?,dc comics|crime fighter|secret identity|scarecrow|sadism,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",152.0,Drama|Action|Crime|Thriller,DC Comics|Legendary Pictures|Warner Bros.|Syncopy,2008-07-16,8432.0,8.1,2008.0,187365527.254695,1014733032.48168
10681.0,tt0910970,5.678119,180000000.0,521311860.0,WALLÂ·E,Ben Burtt|Elissa Knight|Jeff Garlin|Fred Willard|John Ratzenberger,http://disney.go.com/disneypictures/wall-e/,Andrew Stanton,An adventure beyond the ordinar-E.,future|garbage|plants|dystopia|lonelyness,"WALLÂ·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALLÂ·E thinks he's finally found a friend and stows away on the ship when it leaves.",98.0,Animation|Family,Walt Disney Pictures|Pixar Animation Studios,2008-06-22,4209.0,7.6,2008.0,182301594.08565,527977683.854196
13223.0,tt1205489,2.245306,33000000.0,269958228.0,Gran Torino,Clint Eastwood|Christopher Carley|Bee Vang|Ahney Her|Brian Haley,http://www.thegrantorino.com/,Clint Eastwood,Ever come across somebody you shouldn't have messed with?,rape|war veteran|immigration|priest|gang,"Walt Kowalski is a widower who holds onto his prejudices despite the changes in his Michigan neighborhood and the world around him. Kowalski is a grumpy, tough-minded, unhappy old man who can't get along with either his kids or his neighbors. He is a Korean War veteran whose prize possession is a 1972 Gran Torino he keeps in mint condition. When his neighbor Thao, a young Hmong teenager under pressure from his gang member cousin, tries to steal his Gran Torino, Kowalski sets out to reform the youth. Drawn against his will into the life of Thao's family, Kowalski is soon taking steps to protect them from the gangs that infest their neighborhood.",116.0,Drama,Village Roadshow Pictures|Malpaso Productions|Gerber Pictures|Warner Bros.|Double Nickel Entertainment,2008-12-09,1809.0,7.6,2008.0,33421958.9157025,273410085.005207
